pos	conj	neg	fml	onum	stem	okuri	euphr	euphk	pos2
31	12	f	f	1	1	んだり			
31	12	f	t	1	1	びましたり			
31	12	t	f	1	1	ばなかったり			
31	12	t	t	1	1	びませんでしたり			
31	13	f	f	1	1	び			
32	1	f	f	1	1	ぐ			
32	1	f	t	1	1	ぎます			
32	1	t	f	1	1	がない			
32	1	t	t	1	1	ぎません			
32	2	f	f	1	1	いだ			
32	2	f	t	1	1	ぎました			
32	2	t	f	1	1	がなかった			
32	2	t	t	1	1	ぎませんでした			
32	3	f	f	1	1	いで			
32	3	f	t	1	1	ぎまして			
32	3	t	f	1	1	がなくて			
32	3	t	f	2	1	がないで			
32	3	t	t	1	1	ぎませんで			
32	4	f	f	1	1	げば			
32	4	f	t	1	1	ぎますなら			
32	4	f	t	2	1	ぎますならば			
32	4	t	f	1	1	がなければ			
32	4	t	t	1	1	ぎませんなら			
32	4	t	t	2	1	ぎませんならば			
32	5	f	f	1	1	げる			
32	5	f	t	1	1	げます			
32	5	t	f	1	1	げない			
32	5	t	t	1	1	げません			
32	6	f	f	1	1	がれる			
32	6	f	t	1	1	がれます			
32	6	t	f	1	1	がれない			
32	6	t	t	1	1	がれません			
32	7	f	f	1	1	がせる			
32	7	f	f	2	1	がす			
32	7	f	t	1	1	がせます			
32	7	f	t	2	1	がします			
32	7	t	f	1	1	がせない			
32	7	t	f	2	1	がさない			
32	7	t	t	1	1	がせません			
32	7	t	t	2	1	がしません			
32	8	f	f	1	1	がせられる			
32	8	f	f	2	1	がされる			
32	8	f	t	1	1	がせられます			
32	8	f	t	2	1	がされます			
32	8	t	f	1	1	がせられない			
32	8	t	f	2	1	がされない			
32	8	t	t	1	1	がせられません			
32	8	t	t	2	1	がされません			
32	9	f	f	1	1	ごう			
32	9	f	t	1	1	ぎましょう			
32	9	t	f	1	1	ぐまい			
32	9	t	t	1	1	ぎませんまい			
32	10	f	f	1	1	げ			
32	10	f	t	1	1	ぎなさい			
32	10	t	f	1	1	ぐな			
32	10	t	t	1	1	ぎなさるな			
32	11	f	f	1	1	いだら			
32	11	f	t	1	1	ぎましたら			
32	11	t	f	1	1	がなかったら			
32	11	t	t	1	1	ぎませんでしたら			
32	12	f	f	1	1	いだり			
32	12	f	t	1	1	ぎましたり			
32	12	t	f	1	1	がなかったり			
32	12	t	t	1	1	ぎませんでしたり			
32	13	f	f	1	1	ぎ			
33	1	f	f	1	1	く			
33	1	f	t	1	1	きます			
33	1	t	f	1	1	かない			
33	1	t	t	1	1	きません			
33	2	f	f	1	1	いた			
33	2	f	t	1	1	きました			
33	2	t	f	1	1	かなかった			
33	2	t	t	1	1	きませんでした			
33	3	f	f	1	1	いて			
33	3	f	t	1	1	きまして			
33	3	t	f	1	1	かなくて			
33	3	t	f	2	1	かないで			
33	3	t	t	1	1	きませんで			
33	4	f	f	1	1	けば			
33	4	f	t	1	1	きますなら			
33	4	f	t	2	1	きますならば			
33	4	t	f	1	1	かなければ			
33	4	t	t	1	1	きませんなら			
33	4	t	t	2	1	きませんならば			
33	5	f	f	1	1	ける			
33	5	f	t	1	1	けます			
33	5	t	f	1	1	けない			
33	5	t	t	1	1	けません			
33	6	f	f	1	1	かれる			
33	6	f	t	1	1	かれます			
33	6	t	f	1	1	かれない			
33	6	t	t	1	1	かれません			
33	7	f	f	1	1	かせる			
33	7	f	f	2	1	かす			
33	7	f	t	1	1	かせます			
33	7	f	t	2	1	かします			
33	7	t	f	1	1	かせない			
33	7	t	f	2	1	かさない			
33	7	t	t	1	1	かせません			
33	7	t	t	2	1	かしません			
33	8	f	f	1	1	かせられる			
33	8	f	f	2	1	かされる			
33	8	f	t	1	1	かせられます			
33	8	f	t	2	1	かされます			
33	8	t	f	1	1	かせられない			
33	8	t	f	2	1	かされない			
33	8	t	t	1	1	かせられません			
33	8	t	t	2	1	かされません			
33	9	f	f	1	1	こう			
33	9	f	t	1	1	きましょう			
33	9	t	f	1	1	くまい			
33	9	t	t	1	1	きませんまい			
33	10	f	f	1	1	け			
33	10	f	t	1	1	きなさい			
33	10	t	f	1	1	くな			
33	10	t	t	1	1	きなさるな			
33	11	f	f	1	1	いたら			
33	11	f	t	1	1	きましたら			
33	11	t	f	1	1	かなかったら			
33	11	t	t	1	1	きませんでしたら			
33	12	f	f	1	1	いたり			
33	12	f	t	1	1	きましたり			
33	12	t	f	1	1	かなかったり			
33	12	t	t	1	1	きませんでしたり			
33	13	f	f	1	1	き			
34	1	f	f	1	1	く			
34	1	f	t	1	1	きます			
34	1	t	f	1	1	かない			
34	1	t	t	1	1	きません			
34	2	f	f	1	1	った			
34	2	f	t	1	1	きました			
34	2	t	f	1	1	かなかった			
34	2	t	t	1	1	きませんでした			
34	3	f	f	1	1	って			
34	3	f	t	1	1	きまして			
34	3	t	f	1	1	かなくて			
34	3	t	f	2	1	かないで			
34	3	t	t	1	1	きませんで			
34	4	f	f	1	1	けば			
34	4	f	t	1	1	きますなら			
34	4	f	t	2	1	きますならば			
34	4	t	f	1	1	かなければ			
34	4	t	t	1	1	きませんなら			
34	4	t	t	2	1	きませんならば			
34	5	f	f	1	1	ける			
34	5	f	t	1	1	けます			
34	5	t	f	1	1	けない			
34	5	t	t	1	1	けません			
34	6	f	f	1	1	かれる			
34	6	f	t	1	1	かれます			
34	6	t	f	1	1	かれない			
34	6	t	t	1	1	かれません			
34	7	f	f	1	1	かせる			
34	7	f	f	2	1	かす			
34	7	f	t	1	1	かせます			
34	7	f	t	2	1	かします			
34	7	t	f	1	1	かせない			
34	7	t	f	2	1	かさない			
34	7	t	t	1	1	かせません			
34	7	t	t	2	1	かしません			
34	8	f	f	1	1	かせられる			
34	8	f	f	2	1	かされる			
34	8	f	t	1	1	かせられます			
34	8	f	t	2	1	かされます			
34	8	t	f	1	1	かせられない			
34	8	t	f	2	1	かされない			
34	8	t	t	1	1	かせられません			
34	8	t	t	2	1	かされません			
34	9	f	f	1	1	こう			
34	9	f	t	1	1	きましょう			
34	9	t	f	1	1	くまい			
34	9	t	t	1	1	きませんまい			
34	10	f	f	1	1	け			
34	10	f	t	1	1	きなさい			
34	10	t	f	1	1	くな			
34	10	t	t	1	1	きなさるな			
34	11	f	f	1	1	ったら			
34	11	f	t	1	1	きましたら			
34	11	t	f	1	1	かなかったら			
34	11	t	t	1	1	きませんでしたら			
34	12	f	f	1	1	ったり			
34	12	f	t	1	1	きましたり			
34	12	t	f	1	1	かなかったり			
34	12	t	t	1	1	きませんでしたり			
34	13	f	f	1	1	き			
35	1	f	f	1	1	む			
35	1	f	t	1	1	みます			
35	1	t	f	1	1	まない			
35	1	t	t	1	1	みません			
35	2	f	f	1	1	んだ			
35	2	f	t	1	1	みました			
35	2	t	f	1	1	まなかった			
35	2	t	t	1	1	みませんでした			
35	3	f	f	1	1	んで			
35	3	f	t	1	1	みまして			
35	3	t	f	1	1	まなくて			
35	3	t	f	2	1	まないで			
35	3	t	t	1	1	みませんで			
35	4	f	f	1	1	めば			
35	4	f	t	1	1	みますなら			
35	4	f	t	2	1	みますならば			
35	4	t	f	1	1	まなければ			
35	4	t	t	1	1	みませんなら			
35	4	t	t	2	1	みませんならば			
35	5	f	f	1	1	める			
35	5	f	t	1	1	めます			
35	5	t	f	1	1	めない			
35	5	t	t	1	1	めません			
35	6	f	f	1	1	まれる			
35	6	f	t	1	1	まれます			
35	6	t	f	1	1	まれない			
35	6	t	t	1	1	まれません			
35	7	f	f	1	1	ませる			
35	7	f	f	2	1	ます			
35	7	f	t	1	1	ませます			
35	7	f	t	2	1	まします			
35	7	t	f	1	1	ませない			
35	7	t	f	2	1	まさない			
35	7	t	t	1	1	ませません			
35	7	t	t	2	1	ましません			
35	8	f	f	1	1	ませられる			
35	8	f	f	2	1	まされる			
35	8	f	t	1	1	ませられます			
35	8	f	t	2	1	まされます			
35	8	t	f	1	1	ませられない			
35	8	t	f	2	1	まされない			
35	8	t	t	1	1	ませられません			
35	8	t	t	2	1	まされません			
35	9	f	f	1	1	もう			
35	9	f	t	1	1	みましょう			
35	9	t	f	1	1	むまい			
35	9	t	t	1	1	みませんまい			
35	10	f	f	1	1	め			
35	10	f	t	1	1	みなさい			
35	10	t	f	1	1	むな			
35	10	t	t	1	1	みなさるな			
35	11	f	f	1	1	んだら			
35	11	f	t	1	1	みましたら			
35	11	t	f	1	1	まなかったら			
35	11	t	t	1	1	みませんでしたら			
35	12	f	f	1	1	んだり			
35	12	f	t	1	1	みましたり			
35	12	t	f	1	1	まなかったり			
35	12	t	t	1	1	みませんでしたり			
35	13	f	f	1	1	み			
36	1	f	f	1	1	ぬ			
36	1	f	t	1	1	にます			
36	1	t	f	1	1	なない			
36	1	t	t	1	1	にません			
36	2	f	f	1	1	んだ			
36	2	f	t	1	1	にました			
36	2	t	f	1	1	ななかった			
36	2	t	t	1	1	にませんでした			
36	3	f	f	1	1	んで			
36	3	f	t	1	1	にまして			
36	3	t	f	1	1	ななくて			
36	3	t	f	2	1	なないで			
36	3	t	t	1	1	にませんで			
36	4	f	f	1	1	ねば			
36	4	f	t	1	1	にますなら			
36	4	f	t	2	1	にますならば			
36	4	t	f	1	1	ななければ			
36	4	t	t	1	1	にませんなら			
36	4	t	t	2	1	にませんならば			
36	5	f	f	1	1	ねる			
36	5	f	t	1	1	ねます			
36	5	t	f	1	1	ねない			
36	5	t	t	1	1	ねません			
36	6	f	f	1	1	なれる			
36	6	f	t	1	1	なれます			
36	6	t	f	1	1	なれない			
36	6	t	t	1	1	なれません			
36	7	f	f	1	1	なせる			
36	7	f	f	2	1	なす			
36	7	f	t	1	1	なせます			
36	7	f	t	2	1	なします			
36	7	t	f	1	1	なせない			
36	7	t	f	2	1	なさない			
36	7	t	t	1	1	なせません			
36	7	t	t	2	1	なしません			
36	8	f	f	1	1	なせられる			
36	8	f	f	2	1	なされる			
36	8	f	t	1	1	なせられます			
36	8	f	t	2	1	なされます			
36	8	t	f	1	1	なせられない			
36	8	t	f	2	1	なされない			
36	8	t	t	1	1	なせられません			
36	8	t	t	2	1	なされません			
36	9	f	f	1	1	のう			
36	9	f	t	1	1	にましょう			
36	9	t	f	1	1	ぬまい			
36	9	t	t	1	1	にませんまい			
36	10	f	f	1	1	ね			
36	10	f	t	1	1	になさい			
36	10	t	f	1	1	ぬな			
36	10	t	t	1	1	になさるな			
36	11	f	f	1	1	んだら			
36	11	f	t	1	1	にましたら			
36	11	t	f	1	1	ななかったら			
36	11	t	t	1	1	にませんでしたら			
36	12	f	f	1	1	んだり			
36	12	f	t	1	1	にましたり			
36	12	t	f	1	1	ななかったり			
36	12	t	t	1	1	にませんでしたり			
36	13	f	f	1	1	に			
37	1	f	f	1	1	る			
37	1	f	t	1	1	ります			
37	1	t	f	1	1	らない			
37	1	t	t	1	1	りません			
37	2	f	f	1	1	った			
37	2	f	t	1	1	りました			
37	2	t	f	1	1	らなかった			
37	2	t	t	1	1	りませんでした			
37	3	f	f	1	1	って			
37	3	f	t	1	1	りまして			
37	3	t	f	1	1	らなくて			
37	3	t	f	2	1	らないで			
37	3	t	t	1	1	りませんで			
37	4	f	f	1	1	れば			
37	4	f	t	1	1	りますなら			
37	4	f	t	2	1	りますならば			
37	4	t	f	1	1	らなければ			
37	4	t	t	1	1	りませんなら			
37	4	t	t	2	1	りませんならば			
37	5	f	f	1	1	れる			
37	5	f	t	1	1	れます			
37	5	t	f	1	1	れない			
37	5	t	t	1	1	れません			
37	6	f	f	1	1	られる			
37	6	f	t	1	1	られます			
37	6	t	f	1	1	られない			
37	6	t	t	1	1	られません			
37	7	f	f	1	1	らせる			
37	7	f	f	2	1	らす			
37	7	f	t	1	1	らせます			
37	7	f	t	2	1	らします			
37	7	t	f	1	1	らせない			
37	7	t	f	2	1	らさない			
37	7	t	t	1	1	らせません			
37	7	t	t	2	1	らしません			
37	8	f	f	1	1	らせられる			
37	8	f	f	2	1	らされる			
37	8	f	t	1	1	らせられます			
37	8	f	t	2	1	らされます			
37	8	t	f	1	1	らせられない			
37	8	t	f	2	1	らされない			
37	8	t	t	1	1	らせられません			
37	8	t	t	2	1	らされません			
37	9	f	f	1	1	ろう			
37	9	f	t	1	1	りましょう			
37	9	t	f	1	1	るまい			
37	9	t	t	1	1	りませんまい			
37	10	f	f	1	1	れ			
37	10	f	t	1	1	りなさい			
37	10	t	f	1	1	るな			
37	10	t	t	1	1	りなさるな			
37	11	f	f	1	1	ったら			
37	11	f	t	1	1	りましたら			
37	11	t	f	1	1	らなかったら			
37	11	t	t	1	1	りませんでしたら			
37	12	f	f	1	1	ったり			
37	12	f	t	1	1	りましたり			
37	12	t	f	1	1	らなかったり			
37	12	t	t	1	1	りませんでしたり			
37	13	f	f	1	1	り			
38	1	f	f	1	1	る			
38	1	f	t	1	1	ります			
38	1	t	f	1	2	ない			
38	1	t	t	1	1	りません			
38	2	f	f	1	1	った			
38	2	f	t	1	1	りました			
38	2	t	f	1	2	なかった			
38	2	t	t	1	1	りませんでした			
38	3	f	f	1	1	って			
38	3	f	t	1	1	りまして			
38	3	t	f	1	2	なくて			
38	3	t	f	2	2	ないで			
38	3	t	t	1	1	りませんで			
38	4	f	f	1	1	れば			
38	4	f	t	1	1	りますなら			
38	4	f	t	2	1	りますならば			
38	4	t	f	1	2	なければ			
38	4	t	t	1	1	りませんなら			
38	4	t	t	2	1	りませんならば			
38	5	f	f	1	1	れる			
38	5	f	t	1	1	れます			
38	5	t	f	1	1	れない			
38	5	t	t	1	1	れません			
38	6	f	f	1	1	られる			
38	6	f	t	1	1	られます			
38	6	t	f	1	1	られない			
38	6	t	t	1	1	られません			
38	7	f	f	1	1	らせる			
38	7	f	f	2	1	らす			
38	7	f	t	1	1	らせます			
38	7	f	t	2	1	らします			
38	7	t	f	1	1	らせない			
38	7	t	f	2	1	らさない			
38	7	t	t	1	1	らせません			
38	7	t	t	2	1	らしません			
38	8	f	f	1	1	らせられる			
38	8	f	f	2	1	らされる			
38	8	f	t	1	1	らせられます			
38	8	f	t	2	1	らされます			
38	8	t	f	1	1	らせられない			
38	8	t	f	2	1	らされない			
38	8	t	t	1	1	らせられません			
38	8	t	t	2	1	らされません			
38	9	f	f	1	1	ろう			
38	9	f	t	1	1	りましょう			
38	9	t	f	1	1	るまい			
38	9	t	t	1	1	りませんまい			
38	10	f	f	1	1	れ			
38	10	f	t	1	1	りなさい			
38	10	t	f	1	1	るな			
38	10	t	t	1	1	りなさるな			
38	11	f	f	1	1	ったら			
38	11	f	t	1	1	りましたら			
38	11	t	f	1	2	なかったら			
38	11	t	t	1	1	りませんでしたら			
38	12	f	f	1	1	ったり			
38	12	f	t	1	1	りましたり			
38	12	t	f	1	2	なかったり			
38	12	t	t	1	1	りませんでしたり			
38	13	f	f	1	1	り			
39	1	f	f	1	1	す			
39	1	f	t	1	1	します			
39	1	t	f	1	1	さない			
39	1	t	t	1	1	しません			
39	2	f	f	1	1	した			
39	2	f	t	1	1	しました			
39	2	t	f	1	1	さなかった			
39	2	t	t	1	1	しませんでした			
39	3	f	f	1	1	して			
39	3	f	t	1	1	しまして			
39	3	t	f	1	1	さなくて			
39	3	t	f	2	1	さないで			
39	3	t	t	1	1	しませんで			
39	4	f	f	1	1	せば			
39	4	f	t	1	1	しますなら			
39	4	f	t	2	1	しますならば			
39	4	t	f	1	1	さなければ			
39	4	t	t	1	1	しませんなら			
39	4	t	t	2	1	しませんならば			
39	5	f	f	1	1	せる			
39	5	f	t	1	1	せます			
39	5	t	f	1	1	せない			
39	5	t	t	1	1	せません			
39	6	f	f	1	1	される			
39	6	f	t	1	1	されます			
39	6	t	f	1	1	されない			
39	6	t	t	1	1	されません			
39	7	f	f	1	1	させる			
39	7	f	f	2	1	さす			
39	7	f	t	1	1	させます			
39	7	f	t	2	1	さします			
39	7	t	f	1	1	させない			
39	7	t	f	2	1	ささない			
39	7	t	t	1	1	させません			
39	7	t	t	2	1	さしません			
39	8	f	f	1	1	させられる			
39	8	f	t	1	1	させられます			
39	8	t	f	1	1	させられない			
39	8	t	t	1	1	させられません			
39	9	f	f	1	1	そう			
39	9	f	t	1	1	しましょう			
39	9	t	f	1	1	すまい			
39	9	t	t	1	1	しませんまい			
39	10	f	f	1	1	せ			
39	10	f	t	1	1	しなさい			
39	10	t	f	1	1	すな			
39	10	t	t	1	1	しなさるな			
39	11	f	f	1	1	したら			
39	11	f	t	1	1	しましたら			
39	11	t	f	1	1	さなかったら			
39	11	t	t	1	1	しませんでしたら			
39	12	f	f	1	1	したり			
39	12	f	t	1	1	しましたり			
39	12	t	f	1	1	さなかったり			
39	12	t	t	1	1	しませんでしたり			
39	13	f	f	1	1	し			
40	1	f	f	1	1	つ			
40	1	f	t	1	1	ちます			
40	1	t	f	1	1	たない			
40	1	t	t	1	1	ちません			
40	2	f	f	1	1	った			
40	2	f	t	1	1	ちました			
40	2	t	f	1	1	たなかった			
40	2	t	t	1	1	ちませんでした			
40	3	f	f	1	1	って			
40	3	f	t	1	1	ちまして			
40	3	t	f	1	1	たなくて			
40	3	t	f	2	1	たないで			
40	3	t	t	1	1	ちませんで			
40	4	f	f	1	1	てば			
40	4	f	t	1	1	ちますなら			
40	4	f	t	2	1	ちますならば			
40	4	t	f	1	1	たなければ			
40	4	t	t	1	1	ちませんなら			
40	4	t	t	2	1	ちませんならば			
40	5	f	f	1	1	てる			
40	5	f	t	1	1	てます			
40	5	t	f	1	1	てない			
